Id,SalePrice
1461,131145.65226136363
1462,151844.71479978357
1463,179580.12240079365
1464,179749.57571428575
1465,201674.00872231237
1466,173106.26279761907
1467,161702.6445039682
1468,171674.0564186509
1469,160557.23860479795
1470,125287.60441396106
1471,193244.85754978354
1472,95204.58407287154
1473,92634.90392750301
1474,151424.61829374108
1475,122015.36337301588
1476,395273.12142515095
1477,228713.57320878428
1478,284628.9418337842
1479,278627.2827954545
1480,456829.5129307358
1481,334665.9510296717
1482,201500.8520466269
1483,190977.58743686866
1484,172345.10521843436
1485,162835.14283838382
1486,207241.69196518755
1487,365155.3890543832
1488,247175.39845571783
1489,201683.8894223484
1490,207775.87933387444
1491,192323.17380952384
1492,119916.49184623014
1493,171592.5879734849
1494,291115.5979248738
1495,296417.3284877345
1496,224679.45784974762
1497,203986.5319733045
1498,150079.6455533008
1499,150079.6455533008
1500,155772.80652453096
1501,173428.05492379155
1502,150025.71200496025
1503,253767.39505600662
1504,230187.9204319986
1505,222727.20144480522
1506,210156.4644881854
1507,232499.17067171723
1508,219676.57753778866
1509,163890.5314132396
1510,139315.14027976195
1511,143219.78733531747
1512,201613.61290649627
1513,165094.57815079362
1514,140862.7985232684
1515,267532.8607579364
1516,171823.0216838024
1517,140709.4337889611
1518,185173.7136624486
1519,217790.1118296357
1520,136475.28135055906
1521,139180.93209695167
1522,177600.5039159452
1523,122274.8172738095
1524,117988.69531628782
1525,124615.43531468535
1526,127253.67312409815
1527,119997.34416396104
1528,119881.11735317462
1529,155076.9726815476
1530,158406.84029202754
1531,166763.30968037507
1532,105497.40441468247
1533,164076.2903531746
1534,119864.16467162695
1535,140152.84583152953
1536,134873.78894029587
1537,117633.8029193723
1538,151911.5958320708
1539,238456.88884126983
1540,148103.35757936505
1541,159831.69549589296
1542,153466.30071121937
1543,160245.85235389604
1544,91560.49920634917
1545,110440.93055312047
1546,128955.61748313492
1547,119448.55718055552
1548,135487.11863744585
1549,114133.38020436508
1550,171814.57748809527
1551,136628.00891008298
1552,176241.53571987728
1553,150978.91732359302
1554,108876.78063888883
1555,161642.87094381312
1556,109435.40622100115
1557,123699.95649313182
1558,95239.7659740259
1559,137186.89004868735
1560,177403.52692460324
1561,170147.360875
1562,124016.3785411256
1563,119349.39600135972
1564,164234.88040277778
1565,161272.82148529944
1566,229684.47264908015
1567,99911.8847022006
1568,178760.30461129147
1569,163237.23343253968
1570,129163.78398702687
1571,143209.1639424603
1572,147471.9295694445
1573,232125.76231186866
1574,172952.49723367603
1575,206888.62096563863
1576,242774.29288095236
1577,192930.20817261905
1578,163800.55303571423
1579,131399.55348791482
1580,187257.88716179653
1581,143948.3064524712
1582,123424.24200865801
1583,365833.19418172806
1584,246516.68158730154
1585,143345.77436643056
1586,79629.50731493505
1587,96356.68563275611
1588,137163.05782503606
1589,118589.06288465002
1590,124566.3970962302
1591,103900.81089917026
1592,136532.65106132758
1593,123467.16971230156
1594,176307.03228183626
1595,128699.38341421772
1596,246239.9229181096
1597,195415.3369208151
1598,160248.99765972217
1599,156094.72987698417
1600,169475.92086841635
1601,75691.63426334776
1602,121671.42868677851
1603,96602.56816468253
1604,244736.86373106073
1605,263003.5301845238
1606,173493.4845431998
1607,289119.61693281034
1608,210164.92198626377
1609,178210.53564251724
