Id,SalePrice
1461,121814.92107539684
1462,153946.31065476185
1463,184408.40238095238
1464,186621.6028571428
1465,183430.19321428574
1466,180590.58081349207
1467,167906.31958333333
1468,177111.1063095238
1469,172913.22232142853
1470,129897.43301587304
1471,195174.22711904763
1472,90875.02873015868
1473,92821.3363095238
1474,152312.41327561333
1475,129643.46232142857
1476,364696.6032976191
1477,221279.76325396824
1478,327152.380345238
1479,271440.6090654761
1480,512552.4595178568
1481,331651.22330952366
1482,206166.5426607143
1483,179887.72260119044
1484,172581.4141071428
1485,173871.17497023812
1486,210662.5145634921
1487,325712.06167857145
1488,245393.8434047619
1489,200453.27016269838
1490,246871.09734523814
1491,205564.1976944445
1492,101638.61034523809
1493,182517.76224206347
1494,283005.2322976191
1495,270302.92925757583
1496,253360.01790476195
1497,197154.1169642857
1498,161815.36988095232
1499,158963.74602380948
1500,164203.05895238087
1501,178224.9775817099
1502,158021.09454761902
1503,268122.66723214276
1504,242617.67482936502
1505,253631.23288888886
1506,179755.8632738095
1507,250116.73646031745
1508,203743.33314285718
1509,159902.20123809527
1510,158070.05333333334
1511,151870.1023095238
1512,175538.2892857143
1513,145028.6334920635
1514,138644.86452380952
1515,226863.85953571432
1516,150930.177531746
1517,155708.30582142857
1518,139630.42538690477
1519,222004.5184960318
1520,133850.44265873023
1521,138513.96039285715
1522,176999.07857142857
1523,117148.7885714286
1524,107146.79958730159
1525,111911.64291269843
1526,125751.19850000006
1527,101323.61390151517
1528,118147.45742857138
1529,140549.16347979798
1530,169780.28315476194
1531,175913.16110714283
1532,103171.05714285714
1533,139902.70909090908
1534,118766.16403571425
1535,159868.70476190475
1536,111329.79230158735
1537,96746.10173809523
1538,146982.51799603176
1539,226801.09439285714
1540,123777.85595238097
1541,152368.05571428567
1542,141954.62986904764
1543,173711.81974206347
1544,90396.30392857143
1545,94951.37960317457
1546,126170.48529761907
1547,117824.52779365073
1548,120738.68836111116
1549,108248.0720793651
1550,130266.74827380957
1551,129859.8636904762
1552,135064.98164682544
1553,132804.79429761905
1554,110066.12028174607
1555,168434.01819444445
1556,107828.86136904765
1557,104548.63071428574
1558,97875.85063492063
1559,117084.86348809522
1560,136089.16303571433
1561,151004.90575
1562,130878.62445238099
1563,121845.94896825394
1564,175379.64750000008
1565,160275.35464285722
1566,207256.33918650795
1567,91102.57377380952
1568,237185.16607142857
1569,139221.66442460314
1570,141519.82726190475
1571,136721.8834126984
1572,150922.76172619045
1573,231073.5698095238
1574,144846.4821428571
1575,280274.5121190476
1576,252185.07922222224
1577,188221.575531746
1578,142650.11487085136
1579,150254.52190476187
1580,189545.97926587303
1581,144669.74404761905
1582,125725.3730515873
1583,317831.66211507947
1584,243739.88776190474
1585,140162.02261904758
1586,87684.85107142857
1587,95241.77464285714
1588,144703.82795238093
1589,101280.41576190478
1590,138389.4808214286
1591,97251.09047619045
1592,128831.60863095237
1593,121573.74390476185
1594,147406.4443571428
1595,124591.39682936504
1596,227436.36486111113
1597,166337.7824285714
1598,177374.37132972584
1599,164194.75623809523
1600,161272.56693650794
1601,72335.9957261905
1602,100843.25638167387
1603,92995.8690952381
1604,253080.8803253968
1605,243977.32695238118
1606,164678.36230158724
1607,202251.81255952385
1608,226211.8250357142
1609,183566.29855158724
1610,170997.29898809525
1611,149162.445
1612,194013.60785714292
1613,186056.87602380954
1614,132262.7915277778
1615,85204.31226190478
1616,85163.77142857146
1617,87185.71533134919
1618,126555.04848015873
1619,134474.79468253962
1620,197590.17013095238
1621,141786.18970238094
1622,145746.01126984126
1623,240165.55944047615
1624,238097.35534920634
1625,124726.74352777778
1626,176874.2246031746
1627,184785.9611904762
1628,260358.68229761897
1629,175179.47265476192
1630,320744.5729960317
1631,185184.3202142857
1632,222873.4109365079
1633,164366.8171190476
